ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Hospital Funding Type/Non-Profit Status,CHNA_Year,Service_Area_Type,Service_Area_Zip,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6740206,Texas Health Presbyterian Hospital Allen,"1105 Central Expressway North, Suite 140",Allen,75013-6103,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,Collin,"75069, 75074, 75407, 75442",N/A,"Access to healthcare and quality of care, Behavioral health, Social determinants of health","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Allen-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6741050,Texas Health Presbyterian Hospital Dallas,8200 Walnut Hill Lane,Dallas,75231-4426,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Dallas, Rockwall","75042, 75051,75116, 75150, 75180, 75203, 75211, 75212, 75216, 75217, 75220, 75223, 75224, 75227, 75231, 75243, 75032, 75189",N/A,"Access to healthcare, Chronic disease, Behavioral health, Mental health","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Dallas-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6741153,Texas Health Presbyterian Hospital Denton,3000 North I-35,Denton,76201-5119,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Denton, Wise","75057, 76201, 76205, 76209, 76266, 76426, 76431",N/A,"Access to Healthcare, Behavioral Health and Substance Abuse & Food Insecurity","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Denton-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740661,Texas Health Presbyterian Hospital Flower Mound,4400 Long Prairie Road,Flower Mound,75028-1892,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Denton, Wise","75057, 76201, 76205, 76209, 76266, 76426, 76431",N/A,"Access to Healthcare, Behavioral Health and Substance Abuse & Food Insecurity","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Flower-Mound-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6742095,Texas Health Presbyterian Hospital Kaufman,850 Ed Hall Drive,Kaufman,75142-1861,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Erath, Johnson, Ellis, Kaufman","75119, 76401, 76402, 76446, 75143, 76031, 76033, 76059, 76093, 75147, 75160, 75161",N/A,"Healthcare Access and Navigation, Mental Health","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Kaufman-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740388,Texas Health Presbyterian Hospital of Rockwall,3150 Horizon Road,Rockwall,75032-7805,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Dallas, Rockwall","75042, 75051,75116, 75150, 75180, 75203, 75211, 75212, 75216, 75217, 75220, 75223, 75224, 75227, 75231, 75243, 75032, 75189",N/A,"Access to Healthcare, Chronic Disease, Behavioral Health/Mental Health","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Rockwall-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740945,Texas Health Presbyterian Hospital Plano,6200 West Parker Road,Plano,75093-8185,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,Collin,"75069, 75074, 75407, 75442",N/A,"Access to Healthcare and Quality of Care, Behavioral Health, Social Determinants of Health","Access to Healthcare and Quality of Care, Behavioral Health, Social Determinants of Health",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Presbyterian-Hospital-Plano-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740002,Texas Health Specialty Hospital,"1301 Pennsylvania Avenue, 4th Floor",Fort Worth,76104-2190,TX,Texas Health Resources,Non-Profit,2022,"Combination of counties, zip codes, and places","Collin, Comanche, Dallas, Denton, Eastland, Ellis, Erath, Henderson, Hood, Hunt, Johnson, Kaufman, Parker, Rockwall, Tarrant, Wise, Cooke, Somervell, Grayson, Hamilton","76010, 76011, 76103, 76104, 76105, 76106 ,76110 ,76111, 76112, 76115, 76116 ,76117, 76119, 76134, 76164 ,76082","Tarrant, Parker","Access to Healthcare (including access to mental health services), Chronic Disease Parker, Food Insecurity/Access to Healthy Foods","Access to Healthcare (including access to mental health services), Chronic Disease Parker, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/locations/-/media/B625995A5F184EB098FB4B4E52119DE0.ashx,N/A,THRCHNA@texashealth.org
6740371,Texas Institute for Surgery at Texas Health Presbyterian Dallas,"7115 Greenville Avenue, Suite 100",Dallas,75231-5100,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Dallas, Rockwall","75042, 75051, 75116, 75150, 75180, 75203, 75211, 75212, 75216, 75217, 75220, 75223, 75224, 75227, 75231, 75032, 75189",N/A,"Chronic Disease, Behavioral Health Awareness, Health Literacy and Navigation, Social Determinants of Health","Access to Healthcare, Chronic Disease, Behavioral Health/Mental Health",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Institute-of-Surgery-at-Texas-Health-Presbyterian-Hospital-Dallas-CHNA-2022.pdf,N/A,N/A
6740156,Texas NeuroRehab Center,"1106 West Dittmar Road, Building 9",Austin,78745-6328,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740086,Texas Orthopedic Hospital,7401 South Main Street,Houston,77030-4509,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741052,Texas Rehabilitation Hospital of Arlington,900 W Arbrook Blvd,Arlington,76015,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740664,Texas Rehabilitation Hospital of Fort Worth,425 Alabama Avenue,Fort Worth,76104-1022,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741070,Texas Scottish Rite Hospital for Children,2222 Welborn Street,Dallas,75219-3924,TX,,Non-Profit,2019,"Combination of counties, zip codes, and places","Dallas, Collin, Denton, Tarrant, Ellis, Kaufman, Rockwall, Smith, Grayson, Gregg, Hunt, Henderson, Johnson","75219, 75034","Dallas, Frisco","Behavioral health/Mental health,  Lack of physical activity, Heart disease, Diabetes, Child Abuse/Neglect, Allergies/Asthma, Drugs/Alcohol, Learning disabilities, Bullying, Obesity, Risky Behaviors, Unhealthy Eating","Improve Access to Health Care Services, Improve Child Health Status, Greater Coordination of Care",https://scottishriteforchildren.org/getattachment/b6c3eaa2-1811-41b6-a4b8-408cfdf02ecb/2019-Community-Health-Needs-Assessment,https://scottishriteforchildren.org/getattachment/b6c3eaa2-1811-41b6-a4b8-408cfdf02ecb/2019-Community-Health-Needs-Assessment,Sharon.Larson@tsrh.org
6740912,Texas Star Recovery,1106 West Dittmar Road,Austin,78745-6328,TX,,For-Profit,N/A unable to find,,,,,,,,,
6741135,Texoma Medical Center,5016 South US Highway 75,Denison,75020-4584,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740318,The Hospital at Westlake Medical Center,"5656 Bee Caves Road, Suite M302",Austin,78746-5280,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740378,The Hospitals of Providence East Campus,3280 Joe Battle Boulevard,El Paso,79938-2622,TX,TENET Healthcare Corporation,For-Profit,N/A unable to find,,,,,,,,,
6741290,The Hospitals of Providence Memorial Campus,2001 North Oregon Street,El Paso,79902-3368,TX,TENET Healthcare Corporation,For-Profit,N/A unable to find,,,,,,,,,
6741285,The Hospitals of Providence Sierra Campus,1625 Medical Center Drive,El Paso,79902-5005,TX,TENET Healthcare Corporation,For-Profit,N/A unable to find,,,,,,,,,
6741046,The Hospitals of Providence Transmountain Campus,2000 Transmountain Road,El Paso,79911,TX,TENET Healthcare Corporation,For-Profit,N/A unable to find,,,,,,,,,
6740316,The Medical Center of Southeast Texas,2555 Jimmy Johnson Boulevard,Port Arthur,77640-2007,TX,"Steward Health Care System, LLC",For-Profit,N/A unable to find,,,,,,,,,
6740268,The Physicians Centre Hospital,3131 University Drive East,Bryan,77802-3473,TX,,For-Profit,N/A unable to find,,,,,,,,,
6743545,Throckmorton County Memorial Hospital,802 North Minter Street,Throckmorton,76483-5357,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6742020,TIRR Memorial Hermann,1333 Moursund Street,Houston,77030-3405,TX,Memorial Hermann Health System,Non-Profit,2022,List of Counties,"Austin, Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery, San Jacinto, Walker, Waller, Wharton",N/A,N/A,"Mental health and mental disorders; Access to healthcare; Diabetes; older adults/elderly care; Heart disease & stroke; Physical activity; Children's health; Obesity/overweight; Substance abuse (alcohol, tobacco, drugs); Wellness & lifestyle; Oral health; Women's health; Cancers; Injuries, violence & safety; Respiratory/lung disease (asthma, COPD, etc.)","Access to healthcare, Emotional well-being, Food as health, Exercise as medicine",https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/tirr/tirr-chna-2022.ashx?la=en&hash=4EF3B9EB503A05A86DDB6B666CBD4D1C,https://memorialhermann.org/-/media/memorial-hermann/org/files/giving-back/chna/sip/2021-update/cb-mh-tirr-chna-2019-year-2.ashx?la=en&hash=1AB1A1CEF127E42641143282F8EBC4D4,Deborah.Ganelin@memorialhermann.org
6742573,Titus Regional Medical Center,2001 North Jefferson Avenue,Mount Pleasant,75455-2398,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740370,TMC Bonham Hospital,504 Lipscomb Street,Bonham,75418-4028,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740102,TOPS Surgical Specialty Hospital,17080 Red Oak Drive,Houston,77090-2602,TX,United Surgical Partners International,For-Profit,N/A unable to find,,,,,,,,,
6740557,TrustPoint Rehabilitation Hospital of Lubbock,4302A Princeton Street,Lubbock,79415-1304,TX,"Ernest Health, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740309,Tyler ContinueCARE Hospital,"800 East Dawson, 4th Floor",Tyler,75701-2036,TX,Community Hospital Corporation,For-Profit,2022,List of Counties,Smith,N/A,N/A,"High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles","High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles",https://tyler.continuecare.org/wp-content/uploads/2022/05/Tyler-ContinueCARE-Hospital-CHNA-2022-CHNA-and-Implementation-Plan-Report-FINAL-May-2022.pdf,https://tyler.continuecare.org/wp-content/uploads/2022/05/Tyler-ContinueCARE-Hospital-CHNA-2022-CHNA-and-Implementation-Plan-Report-FINAL-May-2022.pdf,CHNA_CCHTyler@continuecare.net
6743799,Tyler County Hospital,1100 West Bluff Street,Woodville,75979-4799,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740413,United Memorial Medical Care,510 West Tidwell Road,Houston,77091-4399,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740136,United Regional Health Care System,1600 11th Street,Wichita Falls,76301-4300,TX,,Non-Profit,2022,List of Counties,Wichita,N/A,N/A,"Continued Emphasis on Addressing Social Determinants of Health to Reduce Health Disparities; Prevention, Education and Awareness of Services to Address High Mortality Rates; Chronic Diseases; Preventable Conditions and Unhealthy Lifestyles; Access to Primary and Specialty Care Services and Providers; Continued Focus on Emergency Preparedness & Response; Access to Mental and Behavioral Health Care Services and Providers; Access to Dental Care Services and Providers","Continued Emphasis on Addressing Social Determinants of Health to Reduce Health Disparities; Prevention, Education and Awareness of Services to Address High Mortality Rates; Chronic Diseases; Preventable Conditions and Unhealthy Lifestyles; Access to Primary and Specialty Care Services and Providers; Continued Focus on Emergency Preparedness & Response; Access to Mental and Behavioral Health Care Services and Providers; Access to Dental Care Services and Providers",https://unitedregional.org/wp-content/uploads/2016/01/United-Regional-Health-Care-System-2022-CHNA-and-Implementation-Plan-Report-FINAL-October-2022_v2.pdf,https://unitedregional.org/wp-content/uploads/2016/01/United-Regional-Health-Care-System-2022-CHNA-and-Implementation-Plan-Report-FINAL-October-2022_v2.pdf,kmaddin@unitedregional.org
6740336,University Behavioral Health of Denton,2026 West University Drive,Denton,76201-0644,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6743105,University Health System,4502 Medical Drive,San Antonio,78229-4493,TX,,Non-Profit,2022,List of Counties,"Bexar, Atascosa",N/A,N/A,"Living Conditions (Low income and poverty, Unemployment, Lack of health insurance, Low educational attainmen, Housing insecurity, Food insecurity, Poor air quality, Rapidly growing population); Health Behaviors and Risks (Substance use, Unhealthy eating); Health Care (Preventive and primary care, Cancer screenings, Prenatal care, Dental care, Chronic disease management); Disease; Injury and Mortality (Low birthweight and premature birth,  Mental illness, Child and adult abuse and neglect, Mortality, Life expectancy)","Social Determinants of Health (Economic stability,  Neighborhood and built environment, Social and community context, Educational access and quality, Health care access); Health Behaviors and Risks (Harm reduction, Health promotion); Health Care, Disease, and Mortality (Infectious disease prevention and treatment, Chronic disease prevention and management, Cancer screenings, Women and newborn health, Mental and behavioral health, Oral health)",https://www.universityhealth.com/-/media/Files/About-Us/Community-Health-Needs-Assessment/CHNA-2022-Bexar-Report.ashx,https://www.universityhealth.com/-/media/Files/About-Us/Community-Health-Needs-Assessment/UH-CHNA-Implementation-Strategy-2023.ashx,N/A
